,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
2168,4,4,1,5,0,10,2,1,1,2,0,6,0,10,3,4,2,1,1,1,21 to 35,Male,41.798941798941804
2169,4,3,6,10,3,6,4,3,2,5,1,4,4,9,0,8,1,10,2,10,36 to 50,Female,51.61669606114051
2170,2,0,6,5,8,8,4,5,1,8,3,10,2,9,0,1,2,7,2,5,36 to 50,Male,69.9588477366255
2171,2,3,5,5,5,10,4,5,2,8,1,10,2,8,0,1,1,5,1,4,21 to 35,Female,52.41034685479128
2172,2,3,1,6,0,2,1,1,1,6,0,7,6,7,2,3,1,2,1,9,21 to 35,Male,41.18165784832451
2173,3,5,2,4,8,10,2,3,1,3,1,2,0,6,10,3,2,5,1,1,36 to 50,Female,41.328630217519105
2174,4,4,8,0,4,6,4,2,1,7,1,6,3,7,3,4,2,4,0,10,Less than 20,Male,53.11581422692534
2175,4,2,8,8,7,3,2,2,2,2,2,4,2,8,2,7,2,2,2,8,51 or more,Female,48.059964726631385
2176,1,1,3,5,4,5,6,4,2,7,2,6,3,7,1,2,2,7,2,2,36 to 50,Male,51.61669606114051
2177,1,1,3,5,4,5,6,4,2,7,2,6,3,7,1,2,2,7,2,2,36 to 50,Male,51.61669606114051
2178,2,5,3,3,10,10,1,1,2,7,1,6,5,6,10,4,1,5,0,2,36 to 50,Female,35.067607289829496
2179,3,4,4,7,5,10,3,1,1,5,1,3,5,9,10,8,1,3,2,10,Less than 20,Female,44.0623162845385
2180,3,4,10,6,5,3,3,2,1,6,3,6,5,7,0,3,2,5,1,3,36 to 50,Female,55.61434450323339
2181,3,4,1,3,3,10,6,4,1,1,2,7,1,7,0,5,2,6,2,5,Less than 20,Female,52.175191064079954
2182,3,2,3,8,5,10,5,3,2,7,6,2,2,7,0,0,2,3,2,5,51 or more,Female,55.87889476778366
2183,3,2,2,1,2,3,3,2,1,3,1,1,2,7,1,0,2,2,4,0,Less than 20,Male,42.32804232804232
2184,5,1,5,6,6,3,5,4,1,4,10,4,10,8,0,1,1,10,10,10,21 to 35,Male,72.5455614344503
2185,1,4,3,3,5,10,5,5,1,9,2,7,10,7,0,1,2,8,0,10,36 to 50,Male,65.66725455614343
2186,2,3,1,1,1,4,2,0,2,4,0,2,0,6,3,2,1,0,1,5,36 to 50,Male,24.33862433862432
2187,5,1,6,6,10,6,2,5,1,8,5,7,5,9,0,3,2,4,7,7,51 or more,Female,73.28042328042326
2188,1,2,2,5,3,5,3,0,1,8,2,5,5,10,3,4,1,5,4,5,21 to 35,Male,46.237507348618436
2189,1,2,1,4,0,2,1,1,1,1,0,1,1,5,3,10,1,0,0,0,21 to 35,Male,20.723104056437386
2190,1,4,4,4,8,6,6,3,1,4,3,5,5,7,5,4,1,5,4,5,21 to 35,Female,48.059964726631385
2191,2,1,5,8,1,5,1,1,1,4,2,2,2,6,10,0,2,2,2,6,21 to 35,Male,44.32686654908875
2192,4,5,8,10,10,9,4,5,1,6,3,10,3,10,0,9,2,4,4,5,36 to 50,Female,67.5191064079953
2193,4,3,3,2,5,4,2,0,2,3,2,4,2,7,0,2,2,4,4,5,21 to 35,Male,43.00411522633743
2194,5,2,5,2,3,5,2,5,1,7,2,5,2,7,0,1,2,5,0,10,Less than 20,Female,59.55320399764844
2195,5,3,5,6,10,10,7,2,2,6,2,10,10,7,2,10,1,3,3,5,36 to 50,Female,54.85008818342152
2196,5,5,10,10,4,2,2,0,1,10,3,5,2,8,0,1,1,4,0,1,21 to 35,Female,49.61787184009404
2197,3,3,10,10,10,7,8,5,2,6,2,4,5,9,0,2,1,10,1,7,36 to 50,Female,63.10993533215756
2198,1,2,10,1,2,6,4,0,1,5,5,3,0,7,0,1,2,3,3,6,21 to 35,Male,50.44091710758377
2199,0,5,0,0,0,10,0,1,2,8,10,2,0,5,10,4,1,5,1,10,36 to 50,Male,28.777189888300992
2200,4,3,10,5,4,3,3,4,1,7,2,5,2,6,0,2,1,1,1,0,21 to 35,Male,48.00117577895354
2201,2,3,5,3,3,4,3,5,1,7,2,8,0,8,0,2,2,4,1,10,21 to 35,Female,56.790123456790134
2202,1,3,1,1,10,10,1,0,2,3,0,2,10,6,0,10,2,1,0,0,36 to 50,Female,34.832451499118164
2203,5,4,7,10,10,5,2,5,1,4,1,1,0,9,0,3,2,3,1,1,21 to 35,Female,55.937683715461475
2204,2,4,3,4,10,10,6,3,2,7,2,9,3,7,0,2,2,10,3,8,51 or more,Male,60.787771898882994
2205,1,4,1,4,3,5,0,0,1,6,0,5,0,7,0,3,2,1,0,10,Less than 20,Male,41.064079952968854
2206,4,3,9,10,6,10,9,2,1,5,5,4,0,6,7,7,1,10,5,4,36 to 50,Female,56.93709582598472
2207,2,1,2,4,2,5,2,5,2,7,2,6,10,6,0,1,1,5,2,4,36 to 50,Male,48.55967078189301
2208,1,4,5,5,10,3,4,3,2,4,2,6,3,7,0,2,2,6,1,3,21 to 35,Female,48.11875367430924
2209,3,4,10,7,8,8,10,5,2,7,1,3,3,6,0,1,2,10,1,5,51 or more,Female,62.375073486184604
2210,2,2,5,1,2,10,2,5,2,10,0,5,5,6,0,1,2,2,0,7,36 to 50,Female,51.49911816578484
2211,1,3,1,2,1,10,2,0,1,5,2,3,2,5,0,4,1,3,3,5,21 to 35,Female,37.33098177542622
2212,3,2,8,5,5,6,2,5,1,7,3,9,5,6,8,2,2,10,8,6,51 or more,Male,65.72604350382127
2213,3,2,8,5,5,6,2,5,1,7,3,9,5,6,8,2,2,10,8,6,51 or more,Male,65.72604350382127
2214,5,3,6,6,4,8,1,5,2,8,1,10,3,7,5,2,2,5,0,9,36 to 50,Female,57.34861845972957
2215,2,1,5,6,4,10,1,1,1,0,2,7,0,8,0,5,2,2,3,0,Less than 20,Male,48.236331569664905
2216,4,3,10,4,10,10,3,5,1,4,1,10,4,10,10,5,1,10,4,10,Less than 20,Female,63.52145796590241
2217,1,3,3,2,2,1,2,1,2,0,2,10,2,10,0,6,1,6,0,6,21 to 35,Female,34.03880070546735
2218,3,1,10,10,10,8,6,5,1,7,2,8,3,8,0,5,2,10,0,10,36 to 50,Female,75.27924750146971
2219,0,3,2,4,1,7,1,2,2,7,4,4,0,6,5,1,1,1,5,2,21 to 35,Male,32.45149911816577
2220,5,4,10,5,10,10,2,5,2,8,4,7,3,8,5,5,2,4,10,2,21 to 35,Female,62.22810111699001
2221,5,4,1,5,5,2,2,1,1,9,2,8,1,8,10,2,2,8,2,9,51 or more,Female,51.79306290417402
2222,1,4,2,5,10,10,3,2,1,5,1,7,0,7,3,5,2,4,1,5,21 to 35,Female,49.676660787771894
2223,1,3,5,8,4,10,2,0,2,8,2,4,4,8,0,1,2,10,3,7,21 to 35,Male,54.55614344503233
2224,5,3,10,4,5,7,2,5,1,8,6,10,7,8,0,3,1,10,4,10,51 or more,Female,70.89947089947091
2225,0,3,2,2,1,5,0,2,1,7,3,7,1,7,0,0,1,3,1,1,21 to 35,Male,38.68312757201646
2226,3,2,7,8,4,4,2,5,2,2,5,4,3,6,0,1,2,3,0,7,51 or more,Female,52.439741328630205
2227,3,4,2,2,0,4,3,1,1,5,2,10,1,7,0,10,2,3,2,10,Less than 20,Female,45.35567313345089
2228,3,4,2,1,0,2,0,0,1,4,1,10,0,7,5,7,2,3,2,10,Less than 20,Female,38.85949441504998
2229,3,2,4,8,6,6,6,5,2,2,5,4,0,7,0,2,2,3,3,5,51 or more,Female,53.997648442092895
2230,4,4,8,3,4,3,4,4,1,5,2,3,5,5,3,2,1,3,4,2,Less than 20,Female,46.32569077013521
2231,4,2,6,10,8,10,1,2,2,9,10,5,5,8,2,1,2,10,7,3,21 to 35,Female,68.10699588477367
2232,2,4,0,0,0,5,0,0,1,0,0,5,0,8,0,3,2,2,3,4,51 or more,Male,34.62669018224572
2233,2,3,2,5,0,3,0,0,1,3,1,1,1,7,2,1,1,3,1,2,Less than 20,Male,31.33450911228689
2234,3,3,6,3,4,4,3,1,1,5,2,8,3,8,0,1,2,2,4,10,21 to 35,Male,56.2904174015285
2235,3,2,8,10,10,10,6,2,1,6,4,8,1,7,0,2,2,4,4,2,36 to 50,Female,66.7254556143445
2236,2,3,2,2,10,4,4,5,1,2,1,3,0,8,0,2,2,10,1,1,36 to 50,Male,51.49911816578484
2237,4,5,3,8,10,6,6,5,1,6,4,8,1,6,0,1,2,10,4,2,21 to 35,Female,65.16754850088184
2238,4,0,3,4,4,5,2,4,1,9,1,5,1,8,0,4,2,3,3,10,21 to 35,Male,59.61199294532625
2239,1,3,2,0,0,4,1,0,2,4,1,1,0,10,0,5,1,2,0,10,21 to 35,Male,27.513227513227516
2240,2,3,2,2,0,4,2,0,1,5,0,1,5,7,7,8,1,1,5,1,21 to 35,Female,28.336272780717213
2241,2,3,2,2,0,4,2,0,1,5,0,1,5,7,7,8,1,1,5,1,21 to 35,Female,28.336272780717213
2242,2,5,0,3,10,3,3,5,1,3,6,2,10,8,8,2,2,4,5,3,51 or more,Female,51.44032921810698
2243,1,3,3,2,3,10,3,0,2,3,3,3,3,6,0,5,1,4,1,5,36 to 50,Female,34.39153439153439
2244,3,4,7,4,3,8,1,2,2,7,4,3,1,7,5,4,2,10,1,3,36 to 50,Male,45.44385655496767
2245,5,3,8,5,3,5,3,5,2,8,2,7,2,7,2,0,2,3,2,5,51 or more,Female,55.673133450911216
2246,3,1,5,10,8,10,0,5,2,7,8,5,2,8,0,1,2,5,6,6,51 or more,Female,66.1081716637272
2247,2,0,5,4,0,0,4,0,1,5,8,9,0,5,10,0,2,10,2,5,36 to 50,Female,50.17636684303351
2248,4,2,6,9,5,7,1,1,1,8,0,4,1,8,0,8,2,10,1,3,36 to 50,Female,55.05584950029392
2249,3,4,8,5,3,10,0,3,1,8,1,6,5,6,10,3,2,3,6,2,21 to 35,Female,51.557907113462655
2250,3,4,6,5,7,5,5,1,1,7,5,7,5,7,0,2,1,6,2,5,21 to 35,Female,54.673721340388006
2251,4,4,5,9,6,5,5,2,1,8,2,9,2,7,2,1,1,5,2,6,21 to 35,Male,55.79071134626689
2252,2,3,5,5,1,2,2,1,1,8,1,10,5,8,0,2,2,10,2,10,21 to 35,Female,58.40681951793063
2253,2,3,5,5,1,2,2,1,1,8,1,10,5,8,0,2,2,10,2,10,21 to 35,Female,58.40681951793063
2254,2,3,5,5,1,2,2,1,1,8,1,10,5,8,0,2,2,10,2,10,21 to 35,Female,58.40681951793063
2255,2,3,2,8,6,10,1,1,2,5,2,7,1,7,5,7,2,3,2,10,36 to 50,Female,45.679012345679
2256,4,1,5,5,4,4,4,3,1,6,4,10,10,8,0,0,2,3,3,7,21 to 35,Female,67.4015285126396
2257,5,5,10,10,8,4,5,5,2,6,4,4,3,6,0,7,2,8,4,6,51 or more,Female,59.93533215755436
2258,4,3,3,7,1,3,3,2,1,7,2,3,5,7,9,1,2,10,0,3,21 to 35,Male,49.44150499706056
2259,4,1,6,6,3,8,1,0,1,7,2,10,2,6,0,1,2,3,2,10,36 to 50,Male,60.288065843621396
2260,4,1,6,6,3,8,1,0,1,7,2,10,2,6,0,1,2,3,2,10,36 to 50,Male,60.288065843621396
2261,4,1,6,6,3,8,1,0,1,7,2,10,2,6,0,1,2,3,2,10,36 to 50,Male,60.288065843621396
2262,3,3,10,10,9,7,3,2,1,4,4,5,10,7,0,4,1,7,3,10,21 to 35,Female,64.05055849500293
2263,3,3,10,2,0,3,3,1,1,7,7,7,1,8,0,5,2,10,7,10,21 to 35,Male,60.72898295120517
2264,2,2,3,4,6,10,6,3,2,8,6,2,2,8,10,5,2,7,6,3,36 to 50,Female,50.44091710758377
2265,2,2,2,7,3,8,3,2,2,3,4,5,5,6,10,1,2,8,2,6,36 to 50,Male,47.00176366843032
2266,3,1,10,10,10,8,4,2,2,8,3,5,1,7,0,0,2,5,5,10,21 to 35,Male,66.54908877131098
2267,2,3,0,6,1,10,5,0,1,4,2,10,10,5,0,4,2,0,1,2,Less than 20,Male,49.73544973544974
2268,5,4,10,10,10,10,10,5,1,10,6,7,3,6,0,6,2,10,2,7,21 to 35,Female,78.10111699000588
2269,4,4,3,7,1,5,1,1,1,5,2,8,3,6,10,4,1,3,6,3,21 to 35,Female,40.1822457378013
2270,3,2,5,8,7,5,7,0,1,7,2,7,2,6,0,1,2,5,2,4,36 to 50,Male,58.61258083480304
2271,5,2,10,4,10,6,10,5,1,7,4,7,6,8,0,1,2,10,6,10,51 or more,Female,81.21693121693119
2272,3,3,10,10,10,10,7,2,1,10,8,10,5,8,0,1,2,5,8,10,Less than 20,Female,81.89300411522633
2273,5,3,10,4,7,7,5,5,1,7,4,6,5,8,0,1,1,10,6,10,51 or more,Female,70.66431510875954
2274,4,3,10,7,10,10,4,5,2,7,3,6,5,7,0,7,2,10,4,7,21 to 35,Female,67.10758377425043
2275,5,3,4,8,6,10,2,5,2,5,1,2,0,7,5,2,1,5,4,10,51 or more,Male,49.882422104644334
2276,3,3,5,6,2,10,5,2,1,4,2,4,2,7,4,2,1,6,2,5,21 to 35,Female,48.50088183421516
2277,2,1,4,3,2,1,4,1,1,6,0,8,2,7,4,2,1,2,2,8,21 to 35,Male,43.2392710170488
2278,5,1,10,4,1,2,3,2,1,7,1,8,1,9,0,1,2,3,2,10,21 to 35,Female,60.846560846560834
2279,1,1,5,6,5,5,4,5,1,6,2,1,10,7,2,6,2,0,8,10,21 to 35,Male,59.8177542621987
2280,1,5,10,3,2,8,2,0,2,7,2,2,1,9,10,3,1,3,0,3,Less than 20,Female,30.01175778953557
2281,3,4,0,6,7,10,5,5,1,8,2,10,1,5,0,4,2,5,0,3,36 to 50,Female,57.7307466196355
2282,5,4,8,3,5,5,8,2,1,8,2,10,10,6,10,7,2,8,10,6,21 to 35,Female,63.786008230452666
2283,2,1,0,10,4,8,3,2,1,4,7,2,5,7,0,2,2,5,0,10,Less than 20,Male,58.8771310993533
2284,2,3,4,3,4,6,6,1,1,4,3,8,3,7,10,2,2,3,2,7,21 to 35,Female,48.736037624926496
2285,3,3,4,10,4,7,8,3,1,6,4,10,5,6,10,5,1,6,5,6,36 to 50,Male,55.79071134626689
2286,3,3,4,10,8,7,10,3,1,6,8,10,6,6,10,5,1,9,4,6,36 to 50,Male,62.28689006466783
2287,1,4,4,10,3,4,2,1,2,4,3,3,1,7,1,9,1,6,2,4,21 to 35,Female,33.95061728395061
2288,4,4,3,5,8,10,3,4,1,8,4,5,3,6,3,6,1,4,3,5,21 to 35,Male,52.49853027630805
2289,1,4,2,6,1,6,1,3,1,6,1,6,0,7,5,3,1,2,1,6,21 to 35,Male,38.12463256907702
2290,3,5,4,2,2,5,3,1,2,9,1,4,0,7,0,3,2,10,3,10,21 to 35,Female,47.00176366843032
2291,1,5,1,3,10,10,1,2,2,5,1,1,3,8,1,1,2,4,4,1,36 to 50,Male,42.38683127572017
2292,2,1,10,6,5,6,7,1,1,9,1,7,5,8,0,0,2,6,1,10,21 to 35,Male,67.22516166960611
2293,2,4,10,5,4,6,2,0,1,1,0,3,0,6,0,10,1,2,0,4,36 to 50,Female,33.89182833627276
2294,5,3,10,8,10,6,7,5,2,2,0,2,5,8,0,5,2,7,1,10,51 or more,Female,61.934156378600825
2295,0,4,0,6,2,1,3,4,2,6,3,1,10,8,3,7,1,6,3,9,21 to 35,Male,38.38918283362728
2296,5,4,3,5,5,4,4,5,1,4,1,3,4,7,6,7,2,4,2,3,36 to 50,Female,48.44209288653731
2297,5,2,10,6,6,4,6,2,1,9,2,6,1,7,0,1,2,4,1,8,36 to 50,Female,64.10934744268077
2298,2,2,1,4,1,7,0,0,2,4,2,6,5,6,0,4,2,7,3,6,21 to 35,Male,43.562610229276906
2299,4,4,7,8,6,10,5,5,1,5,3,10,1,7,0,7,2,10,3,1,Less than 20,Female,64.3445032333921
2300,5,4,10,6,10,10,3,5,1,4,2,4,4,7,10,3,2,4,6,10,51 or more,Female,63.991769547325106
2301,5,4,5,8,1,6,1,1,1,5,2,10,2,8,3,1,2,3,1,8,36 to 50,Female,54.90887713109933
2302,5,3,6,5,6,3,0,5,1,7,2,2,1,7,5,0,2,2,5,7,21 to 35,Male,55.37918871252203
2303,5,5,0,2,3,2,3,5,2,7,0,10,3,7,0,4,2,4,0,10,21 to 35,Female,48.353909465020564
2304,3,3,9,10,10,8,5,0,1,6,5,10,6,8,0,3,1,5,0,5,21 to 35,Female,61.904761904761905
2305,2,5,5,5,10,10,4,5,1,1,3,10,0,4,7,2,2,10,2,2,21 to 35,Female,55.17342739564962
2306,3,3,5,10,2,10,6,0,2,7,5,7,10,7,0,1,1,1,7,10,36 to 50,Female,57.67195767195767
2307,5,1,6,10,10,7,7,5,1,7,2,5,4,7,0,0,2,9,4,10,51 or more,Male,77.54262198706641
2308,0,4,3,2,6,10,3,2,2,5,4,9,2,6,3,3,2,10,6,4,21 to 35,Male,49.73544973544974
2309,5,1,1,5,10,10,0,5,1,8,1,4,0,7,2,0,2,5,4,4,51 or more,Female,61.99294532627865
2310,2,5,10,5,10,8,1,5,1,9,6,3,10,9,10,1,1,10,0,10,21 to 35,Female,61.552028218694865
2311,1,1,10,4,10,5,5,5,1,7,2,1,10,8,0,1,2,10,5,10,21 to 35,Male,72.36919459141681
2312,1,2,2,10,3,10,1,1,1,4,1,10,0,7,0,1,2,2,1,10,Less than 20,Male,54.85008818342152
2313,5,2,10,5,8,9,6,3,1,5,7,10,10,6,10,1,1,7,5,10,Less than 20,Female,69.2827748383304
2314,1,3,2,3,4,6,5,2,1,5,0,6,2,7,0,5,2,2,0,10,Less than 20,Female,48.11875367430924
2315,5,2,6,4,10,7,10,5,1,7,3,4,3,8,0,2,1,10,7,10,51 or more,Female,71.0464432686655
2316,5,3,10,3,10,6,10,5,1,7,2,3,2,8,0,3,1,10,5,10,51 or more,Female,67.98941798941797
2317,0,5,3,4,3,2,0,0,1,0,4,5,0,8,0,7,1,10,0,0,Less than 20,Female,30.629041740152864
2318,2,4,4,5,8,6,3,5,2,4,8,5,2,5,0,6,1,5,0,1,36 to 50,Female,42.44562022339799
2319,1,5,3,3,0,3,6,1,2,3,5,7,3,10,10,1,1,9,0,3,21 to 35,Female,33.862433862433875
2320,1,3,1,1,4,4,3,2,1,1,2,2,3,9,3,8,1,3,1,4,36 to 50,Female,33.009994121105215
2321,4,3,4,3,3,5,1,5,1,3,2,4,9,6,1,0,2,3,2,4,51 or more,Female,54.43856554967667
2322,3,1,8,3,5,4,3,3,1,3,5,6,6,7,0,2,2,6,5,7,21 to 35,Female,62.610229276895936
2323,2,2,10,10,7,4,5,4,2,8,7,2,2,7,0,3,2,5,10,10,21 to 35,Female,65.37330981775425
2324,4,3,4,3,5,2,3,0,1,3,3,5,2,8,4,0,1,5,6,6,21 to 35,Male,46.11992945326278
2325,1,5,3,3,4,4,8,5,1,1,2,8,2,10,3,9,2,5,5,5,Less than 20,Female,49.911816578483226
2326,1,5,3,3,4,4,8,5,1,1,2,8,2,10,3,9,2,5,5,5,Less than 20,Female,49.911816578483226
2327,1,5,0,5,5,8,2,0,1,7,2,3,2,7,0,3,1,6,3,4,Less than 20,Female,40.94650205761315
2328,2,2,5,5,8,4,10,5,2,9,8,4,6,8,0,0,2,10,5,7,21 to 35,Female,69.04761904761904
2329,1,2,3,5,6,10,6,5,1,3,3,3,2,9,2,0,2,4,1,4,Less than 20,Male,57.054673721340386
2330,2,3,2,3,3,10,0,1,1,8,1,10,5,9,0,1,2,1,2,10,51 or more,Female,56.46678424456202
2331,1,2,4,5,6,10,4,2,1,2,0,10,3,6,10,1,2,4,1,5,51 or more,Female,50.293944738389186
2332,2,4,1,2,2,2,2,0,2,8,8,2,1,9,0,1,1,0,0,5,36 to 50,Female,33.009994121105215
2333,4,3,1,2,10,10,1,1,2,4,1,10,5,5,0,1,1,2,6,5,21 to 35,Male,47.23691945914169
2334,5,5,10,10,10,10,4,2,2,6,4,6,10,8,10,4,1,10,4,7,36 to 50,Female,59.17107583774248
2335,5,5,10,4,0,8,7,1,1,9,2,5,10,8,4,7,2,5,3,10,Less than 20,Female,60.61140505584951
2336,4,1,4,3,7,5,10,5,1,9,3,5,4,5,0,1,2,10,3,5,36 to 50,Female,68.43033509700174
2337,4,3,10,4,10,2,7,4,1,8,8,7,2,9,6,2,2,10,5,10,51 or more,Female,71.78130511463846
2338,1,5,0,6,2,10,5,5,2,2,2,1,0,3,10,6,1,3,0,10,21 to 35,Male,29.100529100529098
2339,2,3,10,10,10,10,8,5,1,8,10,5,10,8,0,1,2,10,5,5,36 to 50,Male,82.59847148736037
2340,3,2,6,4,4,4,7,2,1,6,3,10,5,6,10,4,2,6,2,2,51 or more,Female,53.29218106995883
2341,1,1,6,6,10,6,3,5,1,10,2,9,3,9,0,1,1,10,4,10,Less than 20,Female,68.40094062316285
2342,1,3,2,3,2,5,3,1,1,2,2,2,0,7,10,2,2,2,1,7,21 to 35,Male,36.39035861258081
2343,3,4,0,4,10,5,0,0,2,7,2,10,4,7,0,10,2,3,1,3,21 to 35,Female,41.85773074661962
2344,3,3,5,5,5,10,1,5,2,7,5,3,10,7,10,1,2,10,1,2,36 to 50,Male,54.43856554967667
2345,1,1,10,5,4,2,3,0,1,7,2,10,0,8,0,2,1,5,3,10,36 to 50,Male,53.40975896531452
2346,3,4,0,0,2,1,2,3,1,0,4,1,10,5,0,1,1,0,4,3,21 to 35,Male,36.713697824808925
2347,3,4,0,0,2,1,2,3,1,0,4,1,10,5,0,1,1,0,4,3,21 to 35,Male,36.713697824808925
2348,2,2,7,3,4,5,8,5,1,8,3,10,2,6,6,1,2,5,6,10,21 to 35,Male,64.78542034097589
2349,5,4,2,10,10,10,4,5,1,8,6,10,0,7,0,0,2,10,10,10,36 to 50,Male,79.33568489124043
2350,1,2,4,5,5,7,4,1,1,5,1,3,5,7,2,5,2,2,4,7,21 to 35,Male,50.44091710758377
2351,2,3,10,7,10,10,5,3,1,8,2,4,7,8,0,2,2,6,7,7,51 or more,Female,71.0464432686655
2352,1,0,10,7,10,2,5,5,2,8,8,8,1,8,0,3,2,10,4,10,51 or more,Female,69.782480893592
2353,5,2,10,5,6,5,6,5,2,6,1,8,2,6,0,0,1,7,4,3,51 or more,Female,57.17225161669606
2354,1,3,10,1,1,3,3,3,1,7,1,2,0,7,0,4,1,4,2,10,21 to 35,Male,43.88594944150498
2355,4,2,1,3,1,2,1,1,2,1,5,1,2,9,0,3,2,3,6,7,51 or more,Female,41.9459141681364
2356,3,4,10,6,4,3,8,0,1,9,2,5,2,7,0,4,2,1,2,10,21 to 35,Female,56.055261610817176
2357,3,1,5,6,6,6,8,0,1,8,4,6,9,8,1,1,2,8,5,7,36 to 50,Female,68.6654908877131
2358,4,3,5,4,10,8,2,5,2,8,4,3,5,8,0,7,2,4,4,5,Less than 20,Female,56.99588477366254
2359,4,2,4,10,10,10,7,1,1,10,5,8,10,7,0,3,2,7,6,8,Less than 20,Female,77.21928277483833
2360,3,2,7,6,10,10,9,5,2,7,10,8,10,6,1,2,1,4,10,7,36 to 50,Female,71.16402116402116
2361,0,1,3,1,5,3,7,0,1,8,5,3,5,8,4,3,1,7,8,10,21 to 35,Male,51.49911816578484
2362,5,3,10,4,2,10,10,5,2,10,5,10,10,6,0,6,2,10,3,10,51 or more,Female,73.78012933568489
2363,5,3,10,4,2,10,10,5,2,10,5,10,10,6,0,6,2,10,3,10,51 or more,Female,73.78012933568489
2364,5,3,10,4,2,10,10,5,2,10,5,10,10,6,0,6,2,10,3,10,51 or more,Female,73.78012933568489
2365,5,3,10,4,2,10,10,5,2,10,5,10,10,6,0,6,2,10,3,10,51 or more,Female,73.78012933568489
2366,2,3,5,6,6,3,4,5,2,7,5,3,0,7,0,3,1,5,5,6,21 to 35,Male,47.94238683127572
2367,4,1,4,7,10,7,9,1,1,6,6,3,5,6,4,1,1,6,8,10,36 to 50,Female,64.37389770723104
2368,1,2,10,3,1,2,0,4,1,5,2,6,1,8,4,2,2,4,1,5,21 to 35,Female,48.67724867724868
2369,1,4,3,3,5,8,3,1,2,4,2,2,5,7,7,3,1,2,4,5,21 to 35,Female,33.89182833627276
2370,2,2,10,9,10,3,7,3,1,5,5,9,10,7,0,3,1,7,3,8,21 to 35,Female,67.78365667254556
2371,1,2,2,2,1,4,1,2,1,6,1,8,1,7,0,0,2,0,1,5,36 to 50,Female,45.23809523809523
2372,5,1,8,3,3,10,0,0,1,5,0,3,10,6,10,0,2,2,1,2,21 to 35,Female,49.882422104644334
2373,4,0,10,10,10,5,3,5,2,5,1,10,10,6,0,3,2,5,1,1,51 or more,Male,65.7848324514991
2374,3,4,6,9,5,4,3,2,1,4,2,4,2,7,7,1,2,4,1,9,21 to 35,Female,51.49911816578484
2375,2,2,3,4,6,5,4,5,2,7,6,9,3,6,0,2,2,8,1,3,36 to 50,Female,56.23162845385066
2376,1,1,4,2,7,5,10,1,1,7,1,8,1,4,3,3,2,5,5,8,21 to 35,Male,56.055261610817176
2377,3,2,4,4,6,5,6,5,1,8,8,10,5,9,0,7,2,5,8,7,36 to 50,Female,69.9588477366255
2378,3,2,10,4,10,3,5,0,1,2,0,10,1,8,0,1,2,8,8,10,21 to 35,Male,64.90299823633154
2379,3,2,10,4,10,3,5,0,1,2,0,10,1,8,0,1,2,8,8,10,21 to 35,Male,64.90299823633154
2380,3,4,6,3,3,4,2,2,1,4,3,5,1,7,4,7,1,6,2,2,36 to 50,Female,39.06525573192239
2381,1,0,4,2,0,6,4,0,1,7,4,3,1,8,0,0,2,5,4,10,21 to 35,Male,54.497354497354486
2382,5,2,2,3,6,2,3,1,1,5,2,2,8,10,1,2,1,1,2,7,36 to 50,Male,48.55967078189301
2383,1,5,0,8,4,4,1,5,2,5,2,10,0,6,10,4,1,10,5,10,36 to 50,Female,41.299235743680185
2384,5,3,0,0,10,0,0,5,1,0,0,1,0,8,10,7,1,0,0,10,21 to 35,Male,32.39271017048796
2385,3,2,10,5,10,6,10,5,2,8,10,1,10,4,0,2,1,10,9,6,51 or more,Female,68.63609641387418
2386,0,4,10,5,10,10,9,0,2,9,1,5,1,6,10,4,1,10,1,4,36 to 50,Male,44.00352733686068
2387,3,2,4,0,5,3,6,3,2,5,3,5,0,6,0,0,2,3,3,5,51 or more,Female,47.50146972369195
2388,5,2,10,10,5,3,5,5,2,9,4,5,5,8,0,1,2,7,3,10,51 or more,Female,69.10640799529688
2389,1,3,5,3,10,10,10,5,1,7,5,10,10,6,0,2,2,10,5,10,21 to 35,Male,77.27807172251615
2390,2,5,4,10,10,10,10,5,1,7,7,8,10,7,10,8,2,10,7,8,36 to 50,Female,71.7225161669606
2391,4,2,5,8,10,10,1,5,1,3,3,10,5,7,0,5,2,5,4,3,36 to 50,Female,66.34332745443857
2392,3,2,1,3,4,2,4,2,1,7,2,3,3,6,0,1,2,10,1,5,21 to 35,Male,52.38095238095239
2393,1,3,0,6,0,3,0,0,2,1,1,2,0,7,3,0,2,0,0,8,21 to 35,Male,29.8941798941799
2394,4,0,10,5,4,10,0,4,1,9,0,8,1,8,5,0,1,3,4,10,Less than 20,Male,61.287477954144606
2395,1,4,0,3,2,3,2,1,2,3,4,5,1,8,10,0,1,3,3,10,51 or more,Male,31.12874779541445
2396,2,2,4,3,2,3,4,5,1,5,1,1,1,9,0,0,2,9,2,2,Less than 20,Female,52.439741328630205
